Layer,	Cycles,	% Utilization,
Conv1,	100219,	99.01294875160897,
Conv2,	24729631,	99.98285915714837,
Conv3,	110623,	94.49764769758549,
Conv4,	165919,	94.50884637232626,
Conv5,	110623,	94.49764769758549,
FC1,	1179680,	3.1248768203045065,
FC2,	131104,	3.1238916157525,
FC3,	1034,	0.963800066553727,
